imo,name,ship_type,dwt,dwt_size_class,efficiency_grade,flag_registry,technical_efficiency,co2_total_t,co2_per_distance_kg_nm,in_mrv
9626388,STRATEGIC SPIRIT,Bulk carrier,37194.0,Handymax/Supramax (35-60k),A,Singapore,EEXI (5.08 gCO₂/t·nm),1801.0,198.8,True
9595175,CHARLES,Bulk carrier,37193.0,Handymax/Supramax (35-60k),C,Majuro,EEXI (5.08 gCO₂/t·nm),8174.3,260.4,True
9616747,THALIS,Bulk carrier,37189.0,Handymax/Supramax (35-60k),D,Majuro,EIV (7.47 gCO₂/t·nm),8061.9,280.5,True
9689562,TANIA,Bulk carrier,37188.0,Handymax/Supramax (35-60k),A,Monrovia,EIV (5.77 gCO₂/t·nm),2103.3,205.1,True
9606833,FEDERAL SKYE,Bulk carrier,37169.0,Handymax/Supramax (35-60k),A,Majuro,EEXI (5.08 gCO₂/t·nm),622.1,190.1,True
9606821,FEDERAL SEVERN,Bulk carrier,37169.0,Handymax/Supramax (35-60k),A,Majuro,EEXI (5.08 gCO₂/t·nm),3796.4,210.4,True
9609653,FEDERAL YELLOWSTONE,Bulk carrier,37153.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (4.95 gCO₂/t·nm),1668.4,244.6,True
9609665,FEDERAL YAMASKA,Bulk carrier,37153.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (5 gCO₂/t·nm),4643.6,221.2,True
9610456,FEDERAL SPEY,Bulk carrier,37141.0,Handymax/Supramax (35-60k),A,Majuro,EIV (6.07 gCO₂/t·nm),2128.7,194.6,True
9791054,UNITY HARMONY,Bulk carrier,37140.0,Handymax/Supramax (35-60k),A,Nassau,EEXI (5.09 gCO₂/t·nm),3648.2,192.6,True
9621003,TRITON WIND I,Bulk carrier,37113.0,Handymax/Supramax (35-60k),B,Monrovia,EEXI (5.07 gCO₂/t·nm),1959.3,239.1,True
9606027,SOUTHERN CROSS,Bulk carrier,37085.0,Handymax/Supramax (35-60k),C,Singapore,EEXI (5.09 gCO₂/t·nm),1383.4,266.8,True
9606039,SHINSUNG CLEVER,Bulk carrier,37084.0,Handymax/Supramax (35-60k),A,Jeju,EIV (6.3 gCO₂/t·nm),3869.7,213.6,True
9577628,EQUITY,Bulk carrier,37071.0,Handymax/Supramax (35-60k),B,Majuro,EEDI (5.5 gCO₂/t·nm),5015.9,219.2,True
9652325,ES HONESTY,Bulk carrier,37052.0,Handymax/Supramax (35-60k),B,Panama,EEXI (5.09 gCO₂/t·nm),3686.7,218.6,True
9595979,PEBBLE BEACH,Bulk carrier,37003.0,Handymax/Supramax (35-60k),B,Valetta,EIV (5.75 gCO₂/t·nm),5673.8,235.0,True
9609691,WESTERN BOHEME,Bulk carrier,37000.0,Handymax/Supramax (35-60k),C,Limassol,EEXI (5.04 gCO₂/t·nm),4025.0,277.4,True
9621871,CHUMERNA,Bulk carrier,36940.0,Handymax/Supramax (35-60k),B,Valletta,EEXI (5.03 gCO₂/t·nm),4568.3,225.6,True
9621883,VESLETS,Bulk carrier,36940.0,Handymax/Supramax (35-60k),A,Valletta,EEXI (5.04 gCO₂/t·nm),1854.5,201.2,True
9832470,EARTH HARMONY,Bulk carrier,36908.0,Handymax/Supramax (35-60k),A,Panama,EEDI (4.61 gCO₂/t·nm),2122.7,193.5,True
9530955,ANGY R,Bulk carrier,36903.0,Handymax/Supramax (35-60k),B,Nassau,EEXI (5.1 gCO₂/t·nm),1337.5,220.3,True
9832432,UNITY MOON,Bulk carrier,36898.0,Handymax/Supramax (35-60k),A,Nassau,EEXI (4.64 gCO₂/t·nm),3056.7,195.6,True
9832456,EUCALYPTUS,Bulk carrier,36896.0,Handymax/Supramax (35-60k),A,Majuro,EEDI (4.68 gCO₂/t·nm),4321.5,176.6,True
9522881,BETTY,Bulk carrier,36892.0,Handymax/Supramax (35-60k),A,Majuro,EEXI (5.1 gCO₂/t·nm),4002.5,190.0,True
9522910,DORYSIA,Bulk carrier,36863.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (5.1 gCO₂/t·nm),4563.8,223.8,True
9522922,STRADION,Bulk carrier,36863.0,Handymax/Supramax (35-60k),C,Majuro,EEXI (5.13 gCO₂/t·nm),2486.3,263.6,True
9626314,RESOLUTE BAY,Bulk carrier,36798.0,Handymax/Supramax (35-60k),B,Douglas,EEXI (5.11 gCO₂/t·nm),4813.6,243.0,True
9544736,ATLANTIS DISCOVERY,Bulk carrier,36781.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (5.11 gCO₂/t·nm),8487.1,243.2,True
9649079,DENSA SEA LION,Bulk carrier,36765.0,Handymax/Supramax (35-60k),B,Valletta,EEXI (4.61 gCO₂/t·nm),2630.6,248.7,True
9544748,SEASTAR ENDEAVOR,Bulk carrier,36746.0,Handymax/Supramax (35-60k),B,Valetta,EEXI (5.09 gCO₂/t·nm),2595.1,229.5,True
9680255,CHIOS FREEDOM,Bulk carrier,36612.0,Handymax/Supramax (35-60k),A,Majuro,EEXI (5.01 gCO₂/t·nm),4981.1,213.2,True
9680243,CHIOS VICTORY,Bulk carrier,36612.0,Handymax/Supramax (35-60k),B,Chios,EEXI (5.01 gCO₂/t·nm),4901.2,241.4,True
9544762,SERENITY,Bulk carrier,36599.0,Handymax/Supramax (35-60k),B,Monrovia,EEXI (5.1 gCO₂/t·nm),2037.9,241.1,True
9205897,FEDERAL YUKON,Bulk carrier,36563.0,Handymax/Supramax (35-60k),A,Majuro,EEXI (5.12 gCO₂/t·nm),2575.1,189.6,True
9205938,FEDERAL HUNTER,Bulk carrier,36563.0,Handymax/Supramax (35-60k),A,Majuro,EEXI (5.12 gCO₂/t·nm),5558.4,215.2,True
9278791,FEDERAL NAKAGAWA,Bulk carrier,36489.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (5.13 gCO₂/t·nm),4383.7,244.8,True
9450674,FOUR RIGOLETTO,Bulk carrier,36472.0,Handymax/Supramax (35-60k),B,Valletta,EEXI (5.27 gCO₂/t·nm),3284.1,246.8,True
9480710,FOUR TURANDOT,Bulk carrier,36460.0,Handymax/Supramax (35-60k),B,Valletta,EEXI (5.27 gCO₂/t·nm),6637.6,240.7,True
9674804,CAPE GULL,Bulk carrier,36320.0,Handymax/Supramax (35-60k),B,Madeira,EIV (5.91 gCO₂/t·nm),4369.9,222.5,True
9474204,CLIPPER NASSAU,Bulk carrier,36187.0,Handymax/Supramax (35-60k),C,Majuro,EIV (7.94 gCO₂/t·nm),3658.7,255.6,True
9530967,SOFIA R,Bulk carrier,36093.0,Handymax/Supramax (35-60k),B,Monrovia,EEXI (5.1 gCO₂/t·nm),6529.1,241.6,True
9646730,ASTURCON,Bulk carrier,36071.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (5.16 gCO₂/t·nm),3262.2,226.4,True
9646716,VANTAGE ROSE,Bulk carrier,36063.0,Handymax/Supramax (35-60k),B,Madeira,EEXI (5.15 gCO₂/t·nm),5255.4,220.9,True
9611292,JASMINA D,Bulk carrier,35974.0,Handymax/Supramax (35-60k),B,Valletta,EEXI (5.13 gCO₂/t·nm),4816.4,223.8,True
9628817,STELLAR TRADER,Bulk carrier,35946.0,Handymax/Supramax (35-60k),B,Monrovia,EEXI (5.13 gCO₂/t·nm),4670.8,223.2,True
9611278,AQUITANIA,Bulk carrier,35938.0,Handymax/Supramax (35-60k),B,Singapore,EEXI (5.17 gCO₂/t·nm),4847.2,227.3,True
9697961,CARME,Bulk carrier,35906.0,Handymax/Supramax (35-60k),B,Limassol,EEXI (5.17 gCO₂/t·nm),3378.9,220.5,True
9515101,FEDERAL SATSUKI,Bulk carrier,35885.0,Handymax/Supramax (35-60k),A,Majuro,EEXI (5.17 gCO₂/t·nm),6419.1,193.7,True
9764013,GAT FATHER,Bulk carrier,35737.0,Handymax/Supramax (35-60k),B,Majuro,EEDI (5.6 gCO₂/t·nm),3439.3,239.8,True
9686338,STRATEGIC SAVANNAH,Bulk carrier,35542.0,Handymax/Supramax (35-60k),B,Singapore,EEXI (5.19 gCO₂/t·nm),5059.0,222.1,True
9697894,DAIWAN ELEGANCE,Bulk carrier,35531.0,Handymax/Supramax (35-60k),A,Panama,EEDI (5.67 gCO₂/t·nm),3262.4,189.2,True
9708928,ES VANQUISH,Bulk carrier,35510.0,Handymax/Supramax (35-60k),A,Panama,EEDI (5.67 gCO₂/t·nm),3089.6,217.3,True
9708930,ES CARE,Bulk carrier,35510.0,Handymax/Supramax (35-60k),B,Panama,EEDI (5.61 gCO₂/t·nm),2892.4,237.1,True
9621041,LILA NOLA,Bulk carrier,35501.0,Handymax/Supramax (35-60k),B,Monrovia,EEDI (5.29 gCO₂/t·nm),3725.0,233.5,True
9580120,GOLF,Bulk carrier,35445.0,Handymax/Supramax (35-60k),C,Majuro,EEXI (5.2 gCO₂/t·nm),4313.8,265.0,True
9744752,CAPTAIN D,Bulk carrier,35443.0,Handymax/Supramax (35-60k),A,Majuro,EEXI (5.17 gCO₂/t·nm),2882.9,169.5,True
9744764,TIZIANA,Bulk carrier,35443.0,Handymax/Supramax (35-60k),A,Valletta,EEDI (5.58 gCO₂/t·nm),2143.4,213.7,True
9459371,ARGO B,Bulk carrier,35314.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (5.21 gCO₂/t·nm),1956.3,236.5,True
9639751,SPRING SEA,Bulk carrier,35200.0,Handymax/Supramax (35-60k),C,Majuro,EEXI (5.21 gCO₂/t·nm),3730.3,275.4,True
9639775,AUTUMN SEA,Bulk carrier,35200.0,Handymax/Supramax (35-60k),A,Majuro,EEXI (5.21 gCO₂/t·nm),141.8,203.2,True
9628128,HANDY PERTH,Bulk carrier,35177.0,Handymax/Supramax (35-60k),C,Panama,EEXI (5.22 gCO₂/t·nm),2997.6,255.8,True
9595395,DELTA,Bulk carrier,35147.0,Handymax/Supramax (35-60k),C,Monrovia,EEXI (5.22 gCO₂/t·nm),1381.6,267.8,True
9595383,CHARLIE,Bulk carrier,35139.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (5.22 gCO₂/t·nm),3145.2,222.7,True
9545065,ARIETTA,Bulk carrier,35083.0,Handymax/Supramax (35-60k),B,Valletta,EEXI (5.23 gCO₂/t·nm),1575.0,236.4,True
9595785,ADELINA,Bulk carrier,35072.0,Handymax/Supramax (35-60k),B,Valletta,EEXI (5.23 gCO₂/t·nm),5301.5,233.0,True
9522958,LIPSI,Bulk carrier,35066.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (5.22 gCO₂/t·nm),3685.4,222.4,True
9588366,ALYCIA,Bulk carrier,35058.0,Handymax/Supramax (35-60k),B,Valletta,EEXI (5.23 gCO₂/t·nm),1904.0,247.6,True
9522946,LIVADI,Bulk carrier,35058.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (5.22 gCO₂/t·nm),2284.1,236.9,True
9588342,AMAPOLA,Bulk carrier,35037.0,Handymax/Supramax (35-60k),B,Valletta,EEXI (5.23 gCO₂/t·nm),2862.3,222.0,True
9637430,ASIA SPIRIT,Bulk carrier,35031.0,Handymax/Supramax (35-60k),E,Hong Kong,EEXI (5.21 gCO₂/t·nm),2210.8,311.4,True
9703825,TAZ,Bulk carrier,35016.0,Handymax/Supramax (35-60k),C,Majuro,EEDI (5.08 gCO₂/t·nm),4125.3,253.4,True
9474216,COYOTE,Bulk carrier,35010.0,Handymax/Supramax (35-60k),C,Majuro,EEXI (5.23 gCO₂/t·nm),3435.1,255.7,True
9703813,BEN 1,Bulk carrier,35000.0,Handymax/Supramax (35-60k),A,Valletta,EEXI (5.11 gCO₂/t·nm),1975.9,202.6,True
9693496,BAR,Bulk carrier,35000.0,Handymax/Supramax (35-60k),B,Bar,EEDI (5.43 gCO₂/t·nm),5892.8,220.9,True
9474266,SOLARIS,Bulk carrier,34960.0,Handysize (10-35k),C,Madeira,EEXI (5.23 gCO₂/t·nm),2425.1,260.1,True
9755842,PEGASUS,Bulk carrier,34958.0,Handysize (10-35k),A,George Town,EEDI (5.05 gCO₂/t·nm),2140.1,175.7,True
9474228,AETERNO,Bulk carrier,34954.0,Handysize (10-35k),C,Majuro,EEXI (5.23 gCO₂/t·nm),3181.1,269.7,True
9180396,IRMA,Bulk carrier,34947.0,Handysize (10-35k),B,Limassol,EEXI (5.23 gCO₂/t·nm),5028.5,239.4,True
9649548,ARKLOW SPRAY,Bulk carrier,34919.0,Handysize (10-35k),A,Arklow,EEDI (5.22 gCO₂/t·nm),527.4,214.0,True
9649536,ARKLOW SPIRIT,Bulk carrier,34905.0,Handysize (10-35k),B,Arklow,EEDI (5.21 gCO₂/t·nm),6453.8,229.6,True
9629823,VALSAMITIS,Bulk carrier,34827.0,Handysize (10-35k),C,Monrovia,EIV (6.44 gCO₂/t·nm),3543.0,255.0,True
9498432,TINA S,Bulk carrier,34690.0,Handysize (10-35k),B,Monrovia,EEXI (5.25 gCO₂/t·nm),4768.8,241.6,True
9498298,BERNIS,Bulk carrier,34627.0,Handysize (10-35k),C,Majuro,EEXI (5.16 gCO₂/t·nm),3043.5,275.4,True
9647291,NORDIC NANJING,Bulk carrier,34620.0,Handysize (10-35k),B,Monrovia,EEXI (5.18 gCO₂/t·nm),4089.0,228.9,True
9671101,FEDERAL CEDAR,Bulk carrier,34564.0,Handysize (10-35k),A,Majuro,EEDI (5.2 gCO₂/t·nm),1330.8,196.7,True
9697832,FEDERAL BERING,Bulk carrier,34564.0,Handysize (10-35k),A,Majuro,EEDI (5.23 gCO₂/t·nm),6865.6,192.0,True
9697818,FEDERAL BEAUFORT,Bulk carrier,34564.0,Handysize (10-35k),A,Majuro,EEDI (5.24 gCO₂/t·nm),6122.2,197.2,True
9671058,FEDERAL CHAMPLAIN,Bulk carrier,34564.0,Handysize (10-35k),A,Majuro,EEDI (5.21 gCO₂/t·nm),6902.1,185.8,True
9697856,FEDERAL BISCAY,Bulk carrier,34564.0,Handysize (10-35k),A,Majuro,EEDI (5.24 gCO₂/t·nm),2475.5,166.6,True
9671072,FEDERAL CLYDE,Bulk carrier,34564.0,Handysize (10-35k),A,Majuro,EEDI (5.26 gCO₂/t·nm),628.4,157.6,True
9736963,ES INTEGRITY,Bulk carrier,34512.0,Handysize (10-35k),A,Panama,EEDI (5.11 gCO₂/t·nm),4056.5,187.6,True
9747041,OCEAN CAPELLA,Bulk carrier,34502.0,Handysize (10-35k),A,Monrovia,EEDI (5.27 gCO₂/t·nm),2653.9,198.8,True
9866768,FEDERAL FRONTIER,Bulk carrier,34492.0,Handysize (10-35k),A,Majuro,EEXI (5.21 gCO₂/t·nm),6760.4,195.4,True
9805271,FEDERAL DELTA,Bulk carrier,34492.0,Handysize (10-35k),A,Majuro,EEDI (5.21 gCO₂/t·nm),819.2,177.8,True
9866732,FEDERAL FRANKLIN,Bulk carrier,34492.0,Handysize (10-35k),A,Majuro,EEXI (5.14 gCO₂/t·nm),1555.8,190.2,True
9866744,FEDERAL FRASER,Bulk carrier,34492.0,Handysize (10-35k),A,Majuro,EEDI (5.17 gCO₂/t·nm),1131.1,162.3,True
9805245,FEDERAL DART,Bulk carrier,34492.0,Handysize (10-35k),A,Majuro,EEDI (5.2 gCO₂/t·nm),3808.9,173.4,True
9663702,QING FENG LING,Bulk carrier,34472.0,Handysize (10-35k),B,Guangzhou,EEXI (5.27 gCO₂/t·nm),2038.4,221.6,True
9580118,CAPETAN VASSILIS II,Bulk carrier,34468.0,Handysize (10-35k),B,Nassau,EIV (10.92 gCO₂/t·nm),3000.5,240.2,True
9796535,DAIWAN LEADER,Bulk carrier,34442.0,Handysize (10-35k),A,Monrovia,EEDI (5.87 gCO₂/t·nm),1858.9,192.8,True
9450650,FOUR NABUCCO,Bulk carrier,34403.0,Handysize (10-35k),B,Valletta,EEDI (7 gCO₂/t·nm),4289.3,225.3,True
9450832,APHRODITE M,Bulk carrier,34399.0,Handysize (10-35k),D,Majuro,EEXI (5.15 gCO₂/t·nm),6008.9,293.1,True
9728409,NAVI SUN,Bulk carrier,34398.0,Handysize (10-35k),A,Panama,EEDI (5.27 gCO₂/t·nm),5311.3,197.4,True
9672208,AMIRA SOPHIE II,Bulk carrier,34358.0,Handysize (10-35k),A,Panama,EEXI (6.22 gCO₂/t·nm),2948.3,179.2,True
9701231,ADASTAR,Bulk carrier,34334.0,Handysize (10-35k),A,Monrovia,EEDI (5.36 gCO₂/t·nm),2847.5,213.4,True
9588873,ISOLDA D,Bulk carrier,34290.0,Handysize (10-35k),C,Valetta,EEXI (5.28 gCO₂/t·nm),2517.5,251.6,True
9586710,YUKA D,Bulk carrier,34268.0,Handysize (10-35k),E,Valetta,EEXI (5.28 gCO₂/t·nm),1345.5,320.5,True
9545077,MAREM,Bulk carrier,34148.0,Handysize (10-35k),B,Majuro,EEXI (5.29 gCO₂/t·nm),1266.1,220.6,True
9519171,DONNA JUDI,Bulk carrier,34146.0,Handysize (10-35k),A,Kingstown,EEXI (5.29 gCO₂/t·nm),1193.8,194.7,True
9595369,EIRINI S,Bulk carrier,34039.0,Handysize (10-35k),D,Monrovia,EEXI (5.3 gCO₂/t·nm),1625.4,290.4,True
9464039,CHINTANA NAREE,Bulk carrier,33945.0,Handysize (10-35k),A,Singapore,EIV (7.89 gCO₂/t·nm),2951.4,218.0,True
9486465,ZINA,Bulk carrier,33861.0,Handysize (10-35k),A,Valletta,EIV (6.4 gCO₂/t·nm),303.0,197.4,True
9612375,DELOS II,Bulk carrier,33847.0,Handysize (10-35k),C,Monrovia,EEXI (5.31 gCO₂/t·nm),3032.6,264.7,True
9464027,BENJAMAS NAREE,Bulk carrier,33780.0,Handysize (10-35k),B,Singapore,EIV (7.93 gCO₂/t·nm),2410.6,234.0,True
9467548,REVENGER,Bulk carrier,33755.0,Handysize (10-35k),C,Limassol,EEXI (5.22 gCO₂/t·nm),2402.9,263.4,True
9473676,PROPEL PASSION,Bulk carrier,33686.0,Handysize (10-35k),A,Singapore,EIV (6.08 gCO₂/t·nm),2264.6,187.9,True
9497878,WL PACIFIC,Bulk carrier,33466.0,Handysize (10-35k),E,"Hong Kong, China",EEXI (5.35 gCO₂/t·nm),4368.5,379.4,True
9489417,WL ATLANTIC,Bulk carrier,33465.0,Handysize (10-35k),C,"Hong Kong, China",EIV (8.07 gCO₂/t·nm),4762.5,274.2,True
9810757,BALTIC ACE,Bulk carrier,33428.0,Handysize (10-35k),A,Panama,EEDI (5.04 gCO₂/t·nm),4645.4,185.9,True
9749403,CIARA ENTERPRISE,Bulk carrier,33428.0,Handysize (10-35k),A,Panama,EEDI (5.04 gCO₂/t·nm),3929.8,184.7,True
9700562,AGIA MARINA,Bulk carrier,33398.0,Handysize (10-35k),A,Majuro,EEXI (4.98 gCO₂/t·nm),562.3,205.8,True
9667722,CHISE BULKER,Bulk carrier,33355.0,Handysize (10-35k),D,Panama,EIV (6 gCO₂/t·nm),883.0,285.2,True
9493509,GREENTEC,Bulk carrier,33266.0,Handysize (10-35k),B,Hong Kong,EIV (8.09 gCO₂/t·nm),976.0,240.0,True
9701011,MONEGASQUE EPEE,Bulk carrier,33190.0,Handysize (10-35k),B,Madeira,EEXI (5.42 gCO₂/t·nm),2700.3,234.3,True
9701047,SE MARINA,Bulk carrier,33173.0,Handysize (10-35k),A,Panama,EEDI (5.42 gCO₂/t·nm),8134.7,200.0,True
9594456,SEAHORSE,Bulk carrier,32962.0,Handysize (10-35k),B,Majuro,EEXI (5.34 gCO₂/t·nm),5923.3,248.6,True
9594468,SEAPEARL,Bulk carrier,32956.0,Handysize (10-35k),A,Majuro,EEXI (5.38 gCO₂/t·nm),2422.5,208.0,True
9310721,CALLIO,Bulk carrier,32946.0,Handysize (10-35k),A,Panama,EEXI (5.38 gCO₂/t·nm),3633.6,190.6,True
9475715,IVORY GULL,Bulk carrier,32929.0,Handysize (10-35k),A,Monrovia,EIV (7.51 gCO₂/t·nm),4433.2,216.1,True
9594444,ATLANTIS UNITY,Bulk carrier,32891.0,Handysize (10-35k),A,Majuro,EEXI (5.39 gCO₂/t·nm),3378.3,208.5,True
9598282,SEALION,Bulk carrier,32860.0,Handysize (10-35k),A,Majuro,EEXI (5.39 gCO₂/t·nm),2880.1,215.8,True
9218416,FEDERAL YOSHINO,Bulk carrier,32845.0,Handysize (10-35k),A,Majuro,EEXI (5.39 gCO₂/t·nm),7909.2,195.6,True
9218404,FEDERAL SHIMANTO,Bulk carrier,32787.0,Handysize (10-35k),A,Majuro,EEXI (5.39 gCO₂/t·nm),7266.2,187.7,True
9284702,FEDERAL KUSHIRO,Bulk carrier,32762.0,Handysize (10-35k),A,Majuro,EEXI (5.4 gCO₂/t·nm),5125.7,184.8,True
9277474,PURE MERCY,Bulk carrier,32759.0,Handysize (10-35k),A,Panama,EEXI (5.4 gCO₂/t·nm),4289.4,217.6,True
9527996,CLIPPER APOLLONIA,Bulk carrier,32755.0,Handysize (10-35k),A,Majuro,EIV (7.11 gCO₂/t·nm),3698.4,210.7,True
9274551,DSM NORWICH,Bulk carrier,32754.0,Handysize (10-35k),A,Bridgetown,EIV (6.89 gCO₂/t·nm),5102.6,213.3,True
9414761,ST. ANDREW,Bulk carrier,32751.0,Handysize (10-35k),A,Nassau,EEXI (5.39 gCO₂/t·nm),597.5,194.9,True
9575436,ALEXANDROS III,Bulk carrier,32631.0,Handysize (10-35k),B,Majuro,EEXI (5.41 gCO₂/t·nm),3212.1,228.4,True
9543249,SIGMA PIONEER,Bulk carrier,32613.0,Handysize (10-35k),A,Majuro,EEXI (5.41 gCO₂/t·nm),1635.0,209.6,True
9293923,FEDERAL KATSURA,Bulk carrier,32594.0,Handysize (10-35k),A,Majuro,EEXI (5.41 gCO₂/t·nm),5510.7,207.7,True
9587154,WESTERN MAPLE,Bulk carrier,32493.0,Handysize (10-35k),A,Hong Kong,EEXI (5.42 gCO₂/t·nm),5146.6,210.8,True
9587178,YC FORTITUDE,Bulk carrier,32480.0,Handysize (10-35k),B,Panama,EEXI (5.42 gCO₂/t·nm),3124.2,229.4,True
9571272,LILA INCHEON,Bulk carrier,32401.0,Handysize (10-35k),B,Monrovia,EEXI (5.43 gCO₂/t·nm),5151.2,248.6,True
9300192,AMIRA RAFIF,Bulk carrier,32355.0,Handysize (10-35k),A,San Marino,EIV (6.52 gCO₂/t·nm),4667.6,205.5,True
9608697,ZOI,Bulk carrier,32178.0,Handysize (10-35k),C,Panama,EEXI (5.44 gCO₂/t·nm),1199.3,253.0,True
9261047,AKDENIZ-M,Bulk carrier,32178.0,Handysize (10-35k),A,Panama,EEXI (5.44 gCO₂/t·nm),1264.8,169.9,True
9905722,PERELIK,Bulk carrier,32169.0,Handysize (10-35k),A,Valletta,EEXI (5.37 gCO₂/t·nm),4773.0,153.4,True
9385166,ECO ANGELBAY,Bulk carrier,32165.0,Handysize (10-35k),B,Majuro,EEXI (5.45 gCO₂/t·nm),1406.1,240.3,True
9300831,AK KHAIRA,Bulk carrier,32111.0,Handysize (10-35k),B,St. Johns,EEXI (5.56 gCO₂/t·nm),2564.6,242.0,True
9561344,ECO BUSHFIRE,Bulk carrier,32081.0,Handysize (10-35k),B,Majuro,EEXI (6.86 gCO₂/t·nm),2868.0,221.2,True
9494814,KALLISTI GS,Bulk carrier,32077.0,Handysize (10-35k),E,Majuro,EIV (7.07 gCO₂/t·nm),291.8,396.5,True
9397236,AGIA TRIADA,Bulk carrier,31887.0,Handysize (10-35k),A,Majuro,EEXI (5.47 gCO₂/t·nm),849.6,199.4,True
9497452,NJ CALLISTO,Bulk carrier,31796.0,Handysize (10-35k),B,Basseterre,EEXI (5.45 gCO₂/t·nm),3504.5,233.0,True
9178551,SELIN-M,Bulk carrier,31770.0,Handysize (10-35k),A,Panama,EEXI (5.48 gCO₂/t·nm),1778.2,215.1,True
9166211,LUCA,Bulk carrier,31764.0,Handysize (10-35k),A,Panama,EEXI (5.47 gCO₂/t·nm),6202.4,189.5,True
9206140,ISKENDERUN-M,Bulk carrier,31727.0,Handysize (10-35k),A,Panama,EEXI (5.48 gCO₂/t·nm),2062.9,180.5,True
9459981,RUDDY,Bulk carrier,30930.0,Handysize (10-35k),B,Limassol,EEXI (5.55 gCO₂/t·nm),6270.6,241.2,True
9459979,SHOVELER,Bulk carrier,30928.0,Handysize (10-35k),D,Limassol,EEXI (5.54 gCO₂/t·nm),6093.8,288.6,True
9647887,MADRID,Bulk carrier,30900.0,Handysize (10-35k),B,Monrovia,EEXI (5.54 gCO₂/t·nm),2321.3,230.6,True
9459967,NOELLE G,Bulk carrier,30878.0,Handysize (10-35k),A,Valletta,EEXI (5.54 gCO₂/t·nm),6623.1,211.7,True
9477828,MOTTLER,Bulk carrier,30806.0,Handysize (10-35k),B,Limassol,EEXI (5.56 gCO₂/t·nm),3439.9,239.2,True
9323637,HORIZON,Bulk carrier,30803.0,Handysize (10-35k),A,Monrovia,EEXI (5.54 gCO₂/t·nm),2988.1,215.1,True
9413925,ANDEAN,Bulk carrier,30770.0,Handysize (10-35k),C,Limassol,EEXI (5.56 gCO₂/t·nm),5217.2,263.2,True
9564138,VITOSHA,Bulk carrier,30693.0,Handysize (10-35k),B,Valletta,EEXI (5.57 gCO₂/t·nm),2901.2,226.3,True
9498250,OSOGOVO,Bulk carrier,30693.0,Handysize (10-35k),B,Valletta,EEXI (5.57 gCO₂/t·nm),4422.1,218.6,True
9406104,CS CAPRICE,Bulk carrier,30487.0,Handysize (10-35k),C,Nassau,EEXI (7.63 gCO₂/t·nm),4896.2,266.2,True
9406025,CLIPPER TRIUMPH,Bulk carrier,30472.0,Handysize (10-35k),A,Majuro,EEXI (5.59 gCO₂/t·nm),3914.7,206.5,True
9406087,HADEEL,Bulk carrier,30420.0,Handysize (10-35k),B,Panama,EEXI (5.59 gCO₂/t·nm),2422.9,231.3,True
9576014,GOLDEN EMAN,Bulk carrier,30347.0,Handysize (10-35k),A,Bridgetown,EEXI (5.6 gCO₂/t·nm),4855.4,213.1,True
9414450,BAM ARION,Bulk carrier,30003.0,Handysize (10-35k),B,Majuro,EEXI (5.63 gCO₂/t·nm),2040.9,235.3,True
9546784,PUNA,Bulk carrier,29975.0,Handysize (10-35k),B,Limassol,EEXI (5.63 gCO₂/t·nm),3845.8,244.5,True
9257199,SAKARYA,Bulk carrier,29905.0,Handysize (10-35k),A,Istanbul,EIV (7.55 gCO₂/t·nm),528.8,168.8,True
9413901,REDHEAD,Bulk carrier,29724.0,Handysize (10-35k),A,St. John'S,EIV (9.63 gCO₂/t·nm),2268.3,211.3,True
9483451,OCCITAN PAUILLAC,Bulk carrier,29231.0,Handysize (10-35k),A,Valletta,EIV (7.2 gCO₂/t·nm),6204.7,217.6,True
9498925,SEAGLASS II,Bulk carrier,29124.0,Handysize (10-35k),B,Monrovia,EEXI (5.7 gCO₂/t·nm),4516.9,228.5,True
9561904,AGIA EKATERINI,Bulk carrier,29092.0,Handysize (10-35k),A,Majuro,EEXI (5.71 gCO₂/t·nm),2384.2,204.2,True
9231676,HMZ ISLAND,Bulk carrier,28740.0,Handysize (10-35k),A,Bridgetown,EEXI (5.64 gCO₂/t·nm),7403.5,146.1,True
9515632,MERITIUS,Bulk carrier,28417.0,Handysize (10-35k),A,Majuro,EEXI (5.78 gCO₂/t·nm),6898.1,193.7,True
9384863,ATLANTIC ADAM,Bulk carrier,28416.0,Handysize (10-35k),A,San Marino,EEXI (5.78 gCO₂/t·nm),1166.0,201.8,True
9624330,SOLANA S,Bulk carrier,28401.0,Handysize (10-35k),A,Monrovia,EEXI (5.78 gCO₂/t·nm),2580.9,203.8,True
9615042,FRIENDLY ISLANDS,Bulk carrier,28387.0,Handysize (10-35k),A,Monrovia,EEXI (5.75 gCO₂/t·nm),1201.4,207.9,True
9464546,YALOUSSA,Bulk carrier,28361.0,Handysize (10-35k),A,Majuro,EEXI (5.78 gCO₂/t·nm),1755.3,190.9,True
